Id,MSZoning,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,KitchenQual,SalePrice
657,RL,12171.0,OldTown,6,1931,1965,TA,PConc,1155.0,Ex,1738,2,0,4,8,2,2.0,503.6854936325968,27,10,Gd,218155
658,RL,9141.0,NridgHt,6,1966,1976,Gd,PConc,850.0,Ex,690,1,0,2,6,0,3.0,676.3131906724645,174,34,Gd,174612
659,RL,5690.0,Timber,7,1966,1989,TA,CBlock,980.0,Ex,1580,1,0,3,5,0,,445.67484492959375,106,21,Fa,204045
660,RL,,NWAmes,7,1927,1947,TA,PConc,1424.0,Ex,1372,2,0,3,7,0,0.0,0.0,31,7,TA,199076
661,RL,6383.0,OldTown,6,1943,1944,TA,CBlock,1286.0,Ex,990,1,0,3,7,1,3.0,805.6832359716417,143,21,Fa,176939
662,RL,6540.0,Sawyer,10,1978,2010,TA,PConc,581.0,TA,1634,2,0,5,9,1,0.0,0.0,86,2,Gd,225956
663,RL,13577.0,NridgHt,7,1940,1958,Fa,CBlock,707.0,Ex,1303,1,1,3,6,1,3.0,940.812882074656,115,12,TA,182010
664,RL,6410.0,Edwards,5,1962,2000,Gd,CBlock,765.0,Ex,1305,1,0,5,8,0,2.0,411.5570964954243,57,22,Gd,177599
665,RL,3050.0,Somerst,4,1922,1949,TA,CBlock,868.0,Fa,1549,2,0,3,7,2,2.0,546.0423296735885,97,7,Ex,196221
666,RL,11868.0,OldTown,5,2003,2010,Gd,PConc,821.0,TA,1249,2,1,2,5,0,2.0,549.9902822252545,111,32,Gd,187541
667,RL,9088.0,NoRidge,5,1974,1979,TA,CBlock,1010.0,Ex,1538,1,1,2,5,1,0.0,0.0,4,1,TA,190534
668,RL,9347.0,CollgCr,5,1947,1965,Ex,CBlock,,Ex,1262,2,0,3,5,1,,,167,19,Gd,170017
669,RL,9056.0,NWAmes,5,1931,1968,Ex,Slab,1270.0,TA,1284,1,0,3,6,1,1.0,217.4277303709921,20,37,TA,180820
670,FV,10695.0,Mitchel,6,1956,1983,TA,CBlock,901.0,Ex,1897,1,1,2,4,0,2.0,468.35880539238707,28,16,TA,205234
671,RL,7741.0,OldTown,5,1999,2000,TA,CBlock,509.0,Gd,1937,3,0,3,6,0,1.0,256.0786478756785,78,62,Gd,218637
672,C,14428.0,NridgHt,9,1932,1969,Gd,PConc,687.0,Gd,816,2,1,3,7,0,2.0,581.6067206304087,54,30,Gd,178885
673,RL,5571.0,Somerst,4,1923,1959,TA,BrkTil,844.0,Ex,1798,2,0,2,5,0,,566.320300280607,111,95,Gd,206330
674,FV,11334.0,SawyerW,7,1938,1941,TA,Slab,626.0,Gd,2059,2,0,3,6,1,,403.07498334388026,25,10,TA,237085
675,RL,11926.0,BrkSide,6,1933,1954,Gd,CBlock,1342.0,Ex,2122,2,0,4,6,0,0.0,0.0,23,83,Ex,236286
676,RL,7721.0,Sawyer,10,1955,1980,Gd,CBlock,646.0,Ex,1708,2,1,3,7,1,0.0,0.0,1,28,Gd,243456
677,RL,6928.0,Somerst,4,1927,1962,Fa,CBlock,1185.0,TA,1077,1,1,3,5,1,0.0,0.0,31,41,Gd,143665
678,RL,13051.0,BrkSide,6,1936,1948,TA,PConc,495.0,Ex,1751,1,0,3,7,0,2.0,496.5851501953894,64,69,TA,203406
679,FV,7027.0,Sawyer,10,1906,1937,Gd,BrkTil,1197.0,Ex,1152,2,0,3,7,0,2.0,397.6826639231549,17,24,Gd,207346
680,RL,8180.0,BrkSide,9,1967,1983,TA,CBlock,958.0,Gd,1362,2,0,3,5,1,3.0,853.7730073961653,31,59,Gd,237000
681,RL,12661.0,Somerst,8,1936,1971,TA,CBlock,1453.0,Gd,1653,3,0,3,6,1,2.0,385.2351076489167,12,23,Gd,243821
682,RL,10104.0,BrkSide,5,1955,1973,Gd,CBlock,660.0,Ex,1178,2,1,3,7,0,2.0,401.43136515280287,74,27,TA,160297
683,RH,4608.0,SawyerW,5,1964,1998,Gd,BrkTil,830.0,Gd,1041,3,0,3,6,0,2.0,563.0490236502022,3,17,Gd,189180
684,RL,15241.0,Mitchel,7,1964,2003,Gd,CBlock,888.0,Ex,1686,1,1,3,5,1,2.0,615.2037007739934,61,4,TA,213605
685,RL,8409.0,NridgHt,9,1946,1973,TA,PConc,954.0,Gd,2246,2,1,2,4,1,2.0,482.56333491650514,23,24,Gd,257646
686,RL,8791.0,Timber,7,1919,1919,Ex,CBlock,896.0,TA,1997,2,1,4,6,1,1.0,248.59411564411525,2,113,Fa,208425
687,RL,10767.0,Somerst,7,1918,1935,Gd,Slab,901.0,TA,1782,3,1,3,5,1,2.0,554.4967735869793,96,46,TA,230535
688,RM,11875.0,CollgCr,5,1928,1967,TA,CBlock,897.0,Gd,1891,1,0,3,7,1,2.0,517.366868881843,33,41,TA,187834
689,RM,15883.0,SawyerW,8,1973,2005,Gd,BrkTil,378.0,Ex,1755,2,0,3,5,0,2.0,477.60690923740015,45,30,Gd,224981
690,RL,5019.0,SawyerW,5,1959,1970,TA,CBlock,1298.0,Ex,1679,2,0,4,7,1,2.0,470.8727827168584,65,12,Gd,223260
691,RL,12477.0,NridgHt,6,1917,1924,Gd,CBlock,1858.0,Ex,1859,2,0,3,6,2,2.0,405.992122550901,53,5,Gd,246329
692,FV,12229.0,NoRidge,6,1991,2010,TA,PConc,1089.0,Gd,952,2,0,3,7,0,2.0,513.9765063272132,65,7,TA,175216
693,RL,9588.0,Gilbert,7,1934,1949,Gd,PConc,,Ex,1579,3,0,4,6,1,2.0,494.48499067583145,71,0,Fa,184055
694,RH,12361.0,Timber,5,1942,1945,Gd,CBlock,689.0,TA,1467,2,1,3,7,0,2.0,473.72922925323917,44,33,Gd,190394
695,RL,12802.0,OldTown,4,2010,2010,TA,PConc,1183.0,TA,1531,2,0,2,6,0,2.0,439.8911122662567,22,50,TA,203394
696,RM,5854.0,OldTown,7,1994,2010,TA,CBlock,1115.0,Ex,1315,1,1,2,6,2,2.0,445.9681488023942,13,9,Gd,216773
697,RM,,Crawfor,6,1990,1998,TA,CBlock,914.0,Gd,1708,2,1,4,6,0,2.0,537.102615230402,116,2,TA,231588
698,RL,5323.0,Gilbert,7,1910,1925,TA,PConc,1226.0,TA,1172,2,1,4,7,0,,829.3497283568142,175,12,Gd,191068
699,RH,6594.0,Timber,5,1948,1959,TA,CBlock,380.0,Ex,1286,2,0,3,6,0,2.0,480.37303062256296,22,10,Gd,160223
700,RL,,BrkSide,7,1937,1967,TA,CBlock,1226.0,Gd,1238,1,0,3,7,0,2.0,474.05122560521727,5,17,TA,191020
701,RM,15774.0,SawyerW,7,1963,1986,TA,PConc,1071.0,Ex,1845,2,0,3,7,1,3.0,673.1716758047216,12,9,TA,241413
702,RH,9075.0,Edwards,3,1968,1981,TA,PConc,701.0,Ex,1495,1,0,3,6,0,2.0,556.2092026144555,55,12,TA,163436
703,RL,9904.0,Timber,6,1907,1931,TA,BrkTil,570.0,Gd,1315,1,0,3,6,0,1.0,250.92987308967722,9,71,TA,154998
704,RL,14296.0,CollgCr,5,1933,1966,TA,PConc,1036.0,Fa,1350,2,1,2,4,0,,783.1110881394538,75,12,TA,162016
705,RL,9099.0,NWAmes,3,1947,1949,Gd,PConc,1422.0,Ex,1501,1,0,5,9,1,0.0,0.0,128,46,Ex,173650
706,RM,,Timber,10,1955,1978,Gd,PConc,931.0,Gd,2148,1,0,4,6,1,2.0,481.53790276796377,165,29,Gd,282081
707,RM,8748.0,NoRidge,6,1975,1983,Gd,PConc,744.0,Ex,1005,2,1,3,6,1,3.0,645.1175910140921,0,12,Gd,194218
708,RL,14112.0,Mitchel,8,2001,2010,TA,CBlock,1057.0,TA,1770,1,0,3,6,1,3.0,660.3480159882672,158,51,TA,257934
709,RM,10212.0,NWAmes,5,1964,1983,TA,PConc,1546.0,TA,1688,2,0,2,5,0,1.0,283.83656597942354,67,27,TA,209625
710,RL,15791.0,NridgHt,7,1930,1969,TA,CBlock,1129.0,Ex,1146,1,1,3,6,1,,456.4589411089657,4,0,TA,188200
711,RL,12213.0,NoRidge,8,1903,1912,Gd,PConc,1161.0,TA,2086,2,0,3,5,0,2.0,475.378260815099,26,2,TA,252649
712,RL,8065.0,CollgCr,7,2008,2010,Gd,CBlock,,Ex,1715,2,1,3,6,0,2.0,,60,41,Gd,215827
713,RL,10153.0,OldTown,6,1949,1951,TA,PConc,1141.0,Ex,1296,2,0,3,7,1,1.0,213.5180044322078,156,17,TA,185987
714,RL,7440.0,Somerst,6,1968,1991,TA,Slab,765.0,Gd,756,1,1,3,6,0,2.0,453.85010017827665,8,15,Ex,133193
715,RL,,BrkSide,6,1929,1933,Gd,CBlock,,Ex,1591,1,0,4,8,0,,601.3044310546675,6,4,TA,173468
716,RL,23437.0,BrkSide,9,1987,1989,TA,CBlock,723.0,Gd,1482,1,0,2,5,0,1.0,269.7411217357729,31,5,Gd,210263
717,RM,13055.0,Timber,8,1958,1984,TA,CBlock,668.0,Gd,1087,2,0,3,5,1,2.0,468.3926677145826,172,47,TA,194024
718,RL,,Somerst,10,1966,1981,Gd,CBlock,1197.0,Ex,1082,3,0,4,8,0,2.0,564.9726076731197,177,52,TA,217096
719,RL,8130.0,Mitchel,4,1974,1988,TA,CBlock,1239.0,Ex,1847,1,0,3,5,2,,736.2931014033197,12,24,Gd,234228
720,RL,14708.0,NWAmes,8,1944,1978,TA,PConc,1052.0,Ex,717,1,0,3,6,0,3.0,871.8906042292655,19,10,TA,165036
721,FV,13298.0,SawyerW,9,1903,1914,TA,CBlock,619.0,Ex,1625,1,0,3,5,1,2.0,632.7038210237728,119,80,Ex,230366
722,RL,15644.0,OldTown,5,1925,1950,Ex,PConc,1535.0,Ex,1425,2,0,5,8,1,3.0,842.5345565339571,66,29,Gd,207022
723,RM,15499.0,CollgCr,3,1926,1959,Gd,CBlock,875.0,Ex,1698,2,0,2,4,1,3.0,758.509585970032,179,47,TA,187943
724,FV,,SawyerW,8,1945,1967,Gd,Slab,1181.0,TA,1382,2,0,3,5,1,2.0,541.9585924109816,111,0,TA,215463
725,RL,6670.0,Sawyer,7,2006,2010,Gd,BrkTil,1014.0,TA,1617,2,1,2,6,1,1.0,250.45213657846637,12,17,Gd,225295
726,RL,6988.0,Gilbert,8,1963,1982,TA,PConc,1062.0,Ex,1202,2,0,2,5,0,2.0,389.84009816149745,71,61,Gd,214625
727,RM,7168.0,Crawfor,5,1990,2001,Gd,PConc,1170.0,Ex,1480,1,0,3,5,1,2.0,460.72247514727735,2,12,TA,202147
728,RL,10970.0,NWAmes,8,2005,2010,TA,PConc,791.0,Gd,1695,1,1,2,5,0,2.0,442.90450426080696,85,38,TA,224715
729,RL,8299.0,OldTown,5,1950,1953,Gd,PConc,1391.0,TA,1560,2,1,5,9,1,2.0,459.3925374901476,46,32,Gd,206052
730,RL,16217.0,NridgHt,5,1949,1971,TA,PConc,526.0,Ex,1652,2,0,4,6,1,2.0,607.6202859583666,156,4,TA,191124
731,RM,15714.0,Somerst,5,1905,1905,TA,PConc,688.0,TA,1128,2,0,3,6,1,2.0,567.3289845712795,160,44,TA,160185
732,RH,,Somerst,8,1958,1982,TA,Slab,1387.0,Gd,1263,2,0,3,5,0,1.0,263.2265440432494,2,3,Ex,206257
733,RH,15865.0,SawyerW,7,1914,1915,Gd,CBlock,1177.0,TA,1270,2,0,3,5,1,3.0,823.1108655406222,8,39,Gd,208254
734,RL,14464.0,Sawyer,7,1929,1958,Gd,CBlock,1762.0,Ex,1389,2,1,4,6,0,2.0,386.4731908456487,33,141,TA,224468
735,RL,8647.0,NAmes,6,1941,1943,Ex,CBlock,1020.0,Fa,2043,2,0,3,5,1,4.0,1087.3820455707435,105,95,TA,255179
736,RL,3972.0,NAmes,9,2000,2010,Gd,CBlock,1510.0,Ex,1358,2,1,1,5,0,1.0,278.18872948606503,84,48,Gd,224422
737,RL,9346.0,OldTown,6,1936,1960,Gd,Slab,442.0,TA,1042,1,0,4,8,1,3.0,548.4227531081445,166,22,Fa,164735
738,FV,8066.0,BrkSide,8,1941,1960,Ex,CBlock,575.0,Ex,1716,2,0,3,6,1,1.0,272.95710261338195,48,33,Gd,223858
739,RL,10619.0,CollgCr,6,2000,2010,TA,PConc,1268.0,Gd,2038,3,1,3,6,0,2.0,414.5555814399749,14,39,TA,248646
740,RL,10267.0,CollgCr,6,1934,1954,Fa,CBlock,477.0,TA,995,2,0,4,6,1,0.0,0.0,1,0,Ex,146832
741,RL,10189.0,CollgCr,6,1986,2010,Gd,Slab,,Gd,2289,2,0,4,6,0,2.0,579.5790930115747,12,3,TA,238776
742,RM,,Edwards,6,1905,1942,TA,PConc,1350.0,Gd,1666,2,1,3,5,1,3.0,659.3655857148892,56,27,TA,208205
743,RL,6362.0,NAmes,8,1967,1981,Gd,CBlock,1150.0,Ex,1913,1,1,3,7,1,2.0,457.04319563693736,130,0,Gd,247525
744,RL,11234.0,SawyerW,7,1917,1931,TA,PConc,1003.0,TA,2086,2,1,5,7,0,3.0,839.0644088481611,19,71,TA,230529
745,RL,8681.0,Timber,5,1972,1996,TA,PConc,865.0,TA,1889,1,0,3,6,1,2.0,481.6857036648559,104,20,Gd,219520
746,RL,10599.0,NWAmes,9,1928,1948,TA,BrkTil,1060.0,Ex,1455,3,0,3,5,1,2.0,489.1900775762551,25,8,TA,212915
747,C,12872.0,NoRidge,6,1976,1999,Gd,PConc,1173.0,Gd,1987,2,1,2,6,0,3.0,731.8121784205864,18,15,TA,248258
748,RM,,Somerst,7,1958,1962,Gd,PConc,801.0,TA,1601,1,0,4,6,2,2.0,520.8559262584871,35,57,TA,215640
749,RL,9156.0,Somerst,9,1946,1951,Gd,PConc,1111.0,Gd,1936,1,1,3,7,1,2.0,486.41993501655946,29,78,TA,251570
750,FV,9644.0,NWAmes,7,1916,1938,Gd,Slab,1323.0,TA,1979,2,0,2,6,0,3.0,760.2713466923191,122,3,TA,251348
751,RL,8457.0,NoRidge,4,2008,2010,TA,PConc,933.0,TA,1063,2,0,5,9,0,3.0,704.6797687128565,31,45,Fa,175009
752,RM,12699.0,Somerst,9,1995,2010,TA,CBlock,1020.0,Gd,1817,1,1,3,7,1,4.0,1042.2183507855234,16,25,Gd,253425
753,RL,,Mitchel,7,1921,1938,TA,PConc,1145.0,Gd,1427,2,0,4,7,0,3.0,778.245872871411,92,26,Gd,207920
754,RM,8333.0,Mitchel,6,1967,1987,TA,CBlock,1165.0,Fa,1555,2,0,2,6,0,1.0,306.93657513052545,334,45,TA,205786
755,RL,,BrkSide,5,1968,1995,TA,Slab,1263.0,TA,1550,1,0,3,6,0,3.0,715.6874145293668,52,7,TA,201620
756,RL,13276.0,NoRidge,8,1936,1970,TA,PConc,695.0,TA,1534,2,0,3,6,1,2.0,488.9500689317012,14,22,TA,211323
757,RL,8522.0,Sawyer,7,2004,2010,Gd,PConc,841.0,Ex,2109,3,0,3,5,1,4.0,1028.658919112445,13,11,Gd,291391
758,RL,11380.0,BrkSide,7,1948,1987,TA,PConc,852.0,Ex,953,2,0,3,5,0,2.0,557.8661386588832,2,2,TA,173193
759,RL,15927.0,NAmes,9,1912,1934,Gd,CBlock,,Gd,811,2,0,4,8,1,2.0,434.5048908093679,4,3,Fa,160653
760,RL,9775.0,NAmes,8,1933,1935,Ex,PConc,460.0,Gd,726,1,1,3,5,2,2.0,506.2145913065041,123,4,Gd,156544
761,RL,13336.0,Edwards,5,2008,2010,Gd,PConc,23.0,Ex,1927,1,0,4,8,2,2.0,349.53043783669597,5,28,Gd,221653
762,RL,,Sawyer,6,1985,1994,TA,PConc,1358.0,Ex,1190,1,1,2,4,1,1.0,,33,3,Ex,217450
763,RL,13081.0,OldTown,5,1952,1976,TA,PConc,533.0,Ex,1552,2,0,3,7,1,3.0,846.5454327089425,59,25,Gd,207677
764,RM,9949.0,NAmes,8,1986,1993,Gd,PConc,1469.0,Gd,1454,3,0,2,4,0,3.0,684.6471807287414,94,26,TA,238298
765,RL,11926.0,BrkSide,3,1950,1960,TA,BrkTil,,TA,1145,2,0,3,5,0,1.0,255.30512845855935,9,70,TA,146344
766,RL,6137.0,Crawfor,7,1902,1906,TA,BrkTil,878.0,TA,1840,2,1,3,6,0,3.0,702.3984983054759,28,29,Gd,224804
767,FV,7659.0,NWAmes,8,1941,1977,TA,PConc,1184.0,Ex,1449,2,1,4,6,1,2.0,448.43586813597904,14,127,TA,220685
768,RL,8185.0,NWAmes,9,1997,2010,TA,CBlock,1127.0,Ex,1404,2,1,3,5,1,2.0,558.2891598960861,14,0,TA,230159
769,RL,16721.0,NWAmes,6,1931,1959,TA,CBlock,669.0,Ex,1593,2,0,3,7,0,2.0,437.28447860926076,18,36,Gd,193907
770,RL,7562.0,NWAmes,8,2008,2010,TA,CBlock,995.0,Ex,1788,1,0,3,6,0,3.0,,44,0,TA,224943
771,RL,7517.0,CollgCr,4,1950,1958,Gd,CBlock,706.0,Gd,1116,1,1,2,6,1,2.0,518.5010972459695,0,39,TA,162118
772,RL,6868.0,NoRidge,8,1984,1985,Gd,CBlock,1196.0,Ex,1849,2,1,2,4,0,2.0,448.89202897768257,26,14,TA,248140
773,FV,11679.0,NoRidge,4,1945,1945,TA,CBlock,785.0,Ex,2079,2,1,3,7,0,2.0,,10,28,TA,208791
774,RL,10427.0,BrkSide,6,2007,2010,Ex,CBlock,971.0,Ex,929,2,0,3,6,0,1.0,,170,11,TA,185047
775,FV,13260.0,BrkSide,8,1920,1949,Gd,PConc,958.0,Ex,1611,2,1,4,8,2,2.0,531.3075124945495,43,5,Gd,228679
776,RL,12013.0,BrkSide,5,1943,1953,TA,PConc,,Ex,1378,1,0,3,5,0,1.0,210.5516285607132,101,38,Gd,157681
777,RL,5858.0,Edwards,5,1910,1937,Gd,PConc,1498.0,Ex,1779,2,0,3,7,1,2.0,479.6236698084895,10,70,Gd,228065
778,RM,7578.0,Timber,8,2002,2010,Gd,CBlock,927.0,Ex,1013,2,0,3,5,0,2.0,484.83370042052604,83,6,Gd,210798
779,RM,14095.0,CollgCr,8,1967,2005,TA,PConc,1365.0,Ex,2151,2,0,5,8,1,3.0,850.1659804389603,26,76,Ex,275455
780,FV,9390.0,Gilbert,7,1900,1925,TA,CBlock,1143.0,Ex,856,2,1,3,6,0,2.0,508.40258430271354,9,4,Gd,164948
781,FV,13562.0,BrkSide,7,1991,2003,TA,PConc,1425.0,Gd,1402,2,1,3,7,0,2.0,557.3008094067236,71,39,TA,220405
782,RL,9550.0,OldTown,7,1962,1969,TA,CBlock,898.0,Fa,1673,2,1,3,6,0,,533.2814629093928,71,96,TA,207599
783,RL,7097.0,NWAmes,5,1923,1950,TA,PConc,1208.0,Gd,1225,2,1,5,9,0,,799.3472700806183,274,4,Gd,189376
784,RL,,Gilbert,6,1998,2010,Gd,CBlock,982.0,Gd,1162,2,0,3,5,1,2.0,480.0840085861959,75,17,Gd,206992
785,RL,7095.0,Sawyer,5,1912,1920,Gd,CBlock,103.0,TA,1588,2,1,3,7,0,3.0,,7,12,TA,180725
786,RL,8303.0,NWAmes,9,2010,2010,Gd,PConc,,Ex,1531,1,0,3,5,1,2.0,478.6297754418798,19,14,Gd,220165
787,RL,10602.0,Sawyer,7,1997,2010,TA,PConc,1174.0,Ex,1502,1,1,3,6,0,3.0,594.3157068062903,30,41,Gd,222053
788,RL,11534.0,Gilbert,6,1910,1930,TA,CBlock,1154.0,Ex,1843,1,1,3,5,0,1.0,243.55638494599322,6,32,TA,203643
789,RM,5229.0,Timber,6,1999,2010,TA,PConc,611.0,Ex,1342,1,1,2,4,1,2.0,527.2085842786441,77,103,Ex,193313
790,RL,9947.0,NWAmes,9,1950,1980,TA,BrkTil,1066.0,Gd,1627,3,0,3,5,0,2.0,403.6024568772312,37,6,Gd,232316
791,RL,8240.0,BrkSide,5,1916,1940,Gd,BrkTil,1150.0,Ex,1297,2,1,3,5,0,2.0,,144,23,Gd,173355
792,RL,,NAmes,7,1998,2009,TA,CBlock,989.0,TA,1160,1,0,2,4,0,3.0,639.247040384038,44,17,Gd,199281
793,RL,10398.0,BrkSide,7,1981,1981,TA,CBlock,1218.0,Ex,1386,1,0,3,7,1,3.0,820.8045394238068,37,75,Fa,220775
794,RL,8348.0,Timber,7,2003,2010,TA,CBlock,1177.0,TA,1300,1,1,2,4,1,1.0,300.18587911037486,3,0,Gd,217836
795,RM,14146.0,Edwards,2,1985,2010,TA,CBlock,989.0,TA,1320,2,0,5,7,0,1.0,243.7090253736035,8,135,TA,166125
796,RL,13564.0,Edwards,9,1923,1959,Fa,Slab,846.0,Fa,1966,2,1,3,5,1,2.0,531.8918217840956,94,19,TA,231511
797,FV,13545.0,Somerst,9,1918,1918,TA,PConc,1312.0,TA,1398,2,0,4,6,1,,530.3311619539834,233,29,Ex,231979
798,RL,8515.0,Sawyer,7,1936,1936,TA,PConc,1138.0,Ex,1234,3,0,3,5,2,2.0,593.2278167863976,26,13,Gd,205131
799,RL,7112.0,SawyerW,7,2002,2010,Ex,PConc,585.0,Gd,1511,1,1,4,6,0,3.0,691.2702386442654,83,57,TA,235058
800,RM,10246.0,NAmes,9,1984,1998,Gd,CBlock,1066.0,Ex,1541,2,0,3,6,1,,730.2108931717507,49,24,TA,255377
801,RL,9548.0,NridgHt,8,1907,1923,Gd,PConc,654.0,TA,1025,1,0,3,7,0,2.0,479.5538810345565,159,32,Gd,178047
802,RL,8173.0,NWAmes,5,1927,1948,Gd,BrkTil,710.0,Ex,1380,2,0,3,5,0,3.0,756.7830516036237,13,31,Gd,183478
803,RL,6472.0,SawyerW,7,1904,1941,TA,PConc,804.0,Ex,1364,3,0,3,7,0,2.0,650.2590081270085,39,13,TA,162887
804,RL,9875.0,Sawyer,7,1916,1950,TA,CBlock,1013.0,TA,1431,2,1,3,6,1,2.0,501.8486669118388,26,2,Gd,191606
805,RL,8787.0,Timber,6,2000,2010,TA,PConc,1112.0,Ex,1790,2,0,3,6,1,2.0,448.7173608435764,39,49,Gd,222446
806,C,12065.0,CollgCr,8,1935,1942,TA,PConc,877.0,Ex,1554,2,1,2,4,1,2.0,430.73016638641286,15,10,Gd,203443
807,RL,11995.0,Gilbert,9,1918,1934,TA,PConc,890.0,Ex,1991,1,1,3,7,1,2.0,575.1587004387828,34,56,Gd,258077
808,RL,13302.0,Somerst,9,1963,1979,Gd,PConc,849.0,Gd,1495,1,0,3,5,1,2.0,448.4447297613153,49,28,Ex,221673
809,RL,6222.0,CollgCr,6,1990,2010,TA,CBlock,1314.0,Gd,2210,2,1,2,5,1,2.0,539.8152175519457,4,13,TA,243461
810,RL,11203.0,BrkSide,4,1997,2009,TA,BrkTil,144.0,Gd,1315,2,1,3,6,0,2.0,459.2185202444823,67,27,TA,157801
811,RL,7817.0,NAmes,10,1910,1926,TA,PConc,907.0,TA,1192,1,0,3,7,0,,635.9976537075145,61,31,TA,222713
812,RL,6338.0,CollgCr,8,1953,1990,TA,CBlock,1463.0,Ex,1718,2,0,4,6,0,,536.3119760181092,106,36,Gd,237228
813,RL,8714.0,BrkSide,4,1944,1960,Gd,PConc,1155.0,Gd,2045,2,0,2,6,0,3.0,693.2329619912821,27,51,Gd,238529
814,RL,13206.0,SawyerW,9,1946,1959,TA,PConc,1380.0,Gd,948,2,1,3,7,1,3.0,788.2883075315005,3,5,TA,210795
815,RL,8883.0,NridgHt,9,1911,1916,TA,CBlock,389.0,Gd,1421,2,1,4,7,1,2.0,529.9569764507626,30,86,Ex,193212
816,RM,14696.0,BrkSide,7,1920,1954,TA,PConc,627.0,Ex,1255,2,0,3,7,1,2.0,532.7759147007481,7,15,Ex,203466
817,RL,11646.0,Crawfor,7,1910,1923,Fa,BrkTil,1154.0,Ex,1557,2,1,3,6,0,3.0,725.8666184451132,52,59,Gd,215008
818,RM,8817.0,Sawyer,6,2002,2009,TA,CBlock,1465.0,Ex,1504,2,1,4,6,1,2.0,541.1710133902825,2,7,Gd,223646
819,RL,13480.0,OldTown,3,1991,2005,Gd,PConc,657.0,Ex,2038,3,1,3,7,0,3.0,666.9708304396726,23,0,TA,232713
820,RL,11336.0,Somerst,6,1904,1930,Gd,CBlock,883.0,Ex,1456,2,1,3,7,2,2.0,352.75458493615196,4,25,TA,192791
821,RL,7202.0,Timber,8,1980,1992,Gd,PConc,1120.0,Ex,2049,2,0,5,7,0,1.0,271.20676519360325,0,11,Gd,255049
822,RL,15576.0,BrkSide,1,1955,1985,Gd,CBlock,564.0,Ex,1373,1,1,4,8,1,3.0,764.9031454353723,161,124,TA,155474
823,RL,10778.0,CollgCr,6,1919,1953,TA,CBlock,1156.0,Ex,1870,1,1,3,5,1,3.0,695.0929580387426,277,3,Gd,234493
824,RH,10056.0,Crawfor,6,1940,1945,Gd,CBlock,197.0,Gd,1591,2,1,2,5,2,4.0,823.4616685629946,40,1,Gd,223679
825,RL,7433.0,Sawyer,7,1945,1949,Fa,PConc,1147.0,TA,2191,3,0,3,6,0,2.0,377.8053020698794,13,1,Gd,250878
826,C,13538.0,Edwards,9,1911,1932,TA,PConc,701.0,Ex,909,2,0,2,6,0,3.0,754.6569013388075,121,7,TA,171721
827,RL,11551.0,BrkSide,6,1969,1991,Gd,CBlock,865.0,Gd,1034,1,0,2,5,0,3.0,898.3907369156957,128,25,Ex,187463
828,RL,11887.0,SawyerW,6,1916,1940,TA,Slab,1195.0,TA,2232,1,0,3,6,0,3.0,,96,21,Gd,233950
829,RL,8477.0,Crawfor,8,1918,1951,TA,BrkTil,1134.0,Gd,1206,2,1,4,6,1,2.0,478.31987679850727,39,12,Gd,212812
830,RL,12502.0,NridgHt,6,1925,1950,TA,PConc,997.0,Fa,1232,1,0,4,7,2,2.0,498.5379294502494,3,2,Gd,171310
831,FV,12735.0,OldTown,5,1947,1951,TA,CBlock,1290.0,Ex,1149,1,1,3,6,0,3.0,946.1284600717893,4,7,TA,187387
832,RM,7993.0,BrkSide,6,2007,2010,Ex,BrkTil,489.0,TA,1959,2,1,3,6,1,2.0,545.114253599188,113,6,TA,250366
833,RL,5749.0,Timber,5,2007,2010,TA,PConc,1061.0,Ex,998,1,1,1,3,1,2.0,443.9854848979767,104,41,TA,170631
834,RL,11744.0,Sawyer,5,1951,1956,TA,CBlock,762.0,Ex,1508,2,0,3,7,0,2.0,,28,45,TA,181918
835,RL,5279.0,Sawyer,7,1995,2000,TA,PConc,1275.0,Fa,1393,2,1,2,4,0,2.0,519.9462146692964,19,45,TA,208150
836,C,10456.0,OldTown,6,1969,1986,TA,PConc,1206.0,Fa,1914,1,1,4,8,1,2.0,436.6196680052693,51,104,Ex,236544
837,RL,8658.0,Crawfor,9,1954,1957,Gd,PConc,1217.0,Ex,1274,2,1,2,6,2,0.0,,82,64,Gd,232093
838,RM,13655.0,NWAmes,6,1999,2010,Ex,CBlock,1493.0,TA,1666,2,0,4,7,1,3.0,676.3972082570082,65,20,Gd,261478
839,RL,8821.0,SawyerW,7,2001,2010,TA,CBlock,1337.0,Ex,1031,2,0,3,6,0,2.0,409.34325395959576,47,16,Gd,197903
840,RH,13321.0,Mitchel,7,1974,1987,Fa,CBlock,952.0,Gd,2409,2,0,3,5,0,2.0,504.5680132303867,13,74,Gd,269851
841,RM,8457.0,Somerst,2,1932,1944,TA,PConc,999.0,Ex,1404,2,0,2,4,1,1.0,247.53532421528934,15,28,Gd,165293
842,C,,SawyerW,7,1961,1967,Gd,PConc,1180.0,Ex,1503,2,0,3,5,0,0.0,0.0,64,10,Gd,204621
843,RL,16181.0,NWAmes,5,1987,2001,Gd,CBlock,1040.0,Gd,2161,2,0,4,7,0,2.0,454.12132294023274,81,24,TA,239862
